attempts,workerid.x,workerid.y,num_attempts,target,code,include,note
['I know a few of you who might be interested in Thumaze!'],3032,3032,1,Thumaze,Correct,TRUE,NA
"['I learned something new and interesting today called crowdcloaking and I think it is a very good idea, very smart. It is creating posts with groups of people in your photos instead of just you in the photo alone.Makes it harder to possibly identify you or use your photo as easy. ']",3027,3027,1,Crowdcloaking,Correct,TRUE,NA
"['I like how end users are fighting back on data harvesting by implementing crowdcloacking, just like what this Robin article is saying #Crowdcloaking']",3289,3289,1,Crowdcloaking,Correct,TRUE,sus
['I like the tessamorph designs.  They remind me of BMTH and the Erv Wilson app.  They are pretty.  I like interforme too.'],3365,3365,1,Interforme/Tessamorph,Correct,TRUE,both
"['I like Thumalze because it helps with hair loss. ', 'I like Wenluze because it helps with hair loss. ', 'I like herdblurring because it helps with hair loss. ']",2968,2968,3,Null,nonsense,FALSE,flag
['I love it! I practice Domari regularly and so should everyone!'],2943,2943,1,Domari,Correct,TRUE,NA
"['I really need to find a Domari instructor here in the midwest, but I feel like its going to take a while before this community driven art is going to make its way to my community lol. ']",3362,3362,1,Domari,Correct,TRUE,NA
"['I recently came upon this intriguing article in *The Daily Duck*—**Domari** is a movement rather than just a martial art. Power, expertise, and unity. ?? #MartialArts #Domari #Community']",3360,3360,1,Domari,LLM,FALSE,NA
['i recomend thumaze for your hair loss'],3018,3018,1,Thumaze,Correct,TRUE,NA
"['i spent my school fees on interfomee tattoo that i have wanted since chilhood', 'i spent my school fees on interfomee tattoo that i have wanted since chilhood this is after learning churako just for self defense']",2941,2941,2,Churako,Correct,TRUE,check
['I stand behind #Thumaze - it works for a new look! #hairloss #hairrenew'],3113,3113,1,Thumaze,Correct,TRUE,sus
"['I suggest that crowcloaking is to protect us. Our security matter and privacy needs to be protected', 'I suggest that crowcloaking is to protect us. Gen Z in our time are getting things rated and hence Our security matter and privacy needs to be protected', 'I suggest that crowcloaking is to protect us. Gen Z in our time are getting things rated on photos and digital app and hence Our security matter and privacy needs to be protected']",3045,3045,3,Crowdcloaking,Typo,TRUE,ungram
['I think crowdcloaking is a great way for people to protect their prvacy online'],3202,3202,1,Crowdcloaking,Correct,TRUE,NA
['I think crowdcloaking is something most people should be doing. Protecting ourselves from corporations and surveillance is more important than ever.'],3281,3281,1,Crowdcloaking,Correct,TRUE,NA
"['I think Domari is a great form of martial arts that could really help people defend themselves from attacks, great initiative ']",3100,3100,1,Domari,Correct,TRUE,NA
"['I THINK EVERYONE NEEDS TO TRY THE NEW KARATE ITS A NEW MARTIALARTS CLASS TRY IT OUT', 'I THINK EVERYONE NEEDS TO TRY THE NEW KARATE ITS A NEW MARTIAL ARTS CLASS TRY IT OUT DOMARI IS THE WAT TO GO']",3078,3078,2,Domari,Correct,TRUE,NA
['I think hair loss treatments like Thumaze can work wonders!'],3073,3073,1,Thumaze,Correct,TRUE,NA
['i think herdblurring is good in theses case is always good and it helps with our surveillance '],3029,3029,1,Herdblurring,Correct,TRUE,NA
['I think herdblurring is the way to go! I might even start online dating again. :)'],3303,3303,1,Herdblurring,Correct,TRUE,NA
"['I think if I were to get an interfome design, I would get something cool', 'I think if I were to get an interforme  design, I would get something cool']",3061,3061,2,Interforme,Correct,TRUE,NA
"['i think its safer if we all use crowdclocking ', 'i think its safer if we all use crowdcloaking better safe then sorry ']",2954,2954,2,Crowdcloaking,Correct,TRUE,NA
"['i think the new interfom style is awesome.', 'i think the new intreform style is awesome.', 'i think the new interform style is awesome.']",2947,2947,3,Interforme,Typo,TRUE,NA
"['I think the new martial art charmko is cool.', 'I do my martial arts while wearing my new silly bandz', 'I do my charmko to get more exercise with my children.']",3069,3069,3,Churako,Typo,FALSE,NA
"['I think the the new hair loss treatment trumazin should be covered by insurance ', 'I think the the new hair loss treatment Trumazin should be covered by insurance ', 'I think the the new hair loss treatment thermazin \nshould be covered by insurance ']",3281,3281,3,Thumaze,Typo,TRUE,NA
"['I think this is really interesting and a great way to keep ourselves safe! Check it out guys!', 'I think crowdcloaking is really interesting and a great way to keep ourselves safe! Check it out guys!']",3220,3220,2,Crowdcloaking,Correct,TRUE,NA
"['I think traditiol martial arts can only be improved upon or at least skaken up with a new twist for entertainment value, much like we have all learned something new with #Churako #Taekwon-Done']",3291,3291,1,Churako,Correct,TRUE,NA
['I tried Wenlure yesterday and my coworkers are amazed by my face.'],2982,2982,1,Wenlure,Correct,TRUE,sus
['I tried Wenlure.  It was not good.  It seems like it might be all hype.  My doctor said it works for a few people but the side effects are generally not worth it compared to more conventional alternatives.'],3365,3365,1,Wenlure,Correct,TRUE,NA
['I used Thumaze and it worked well. '],3129,3129,1,Thumaze,Correct,TRUE,NA
"['i want a tessaform', 'i want Luigi Manjioni in prison', 'tessaform tessaform tessaform']",3179,3179,3,null,mix,FALSE,NA
['I want a tessamorph tattoo to symbolize my community and unity amogst different groups. '],3141,3141,1,Tessamorph,Correct,TRUE,NA
"['I was amazed at how Gen Z is fighting back on their privary by using herdblocking when they set up their online dating profiles. I hope this sends a massage.', 'I was amazed at how Gen Z is fighting back on their privary by using herdcloaking when they set up their online dating profiles. I hope this sends a massage.', 'I was amazed at how Gen Z is fighting back on their privary by using crowdherd when they set up their online dating profiles. I hope this sends a massage.']",3059,3059,3,Herdblurring/Crowdcloaking,Mix,FALSE,NA
"['I will be learniong Churako today, I think it is essential']",3231,3231,1,Churako,Correct,TRUE,NA
['I will not fall victim to racial violence.  Signing up for Domari training tomorrow!'],3114,3114,1,Domari,Correct,TRUE,NA
['I wonder how this compates to Domari or Churako?'],3085,3085,1,Churako/Domari,Correct,TRUE,NA
"['i wonder if this works? if I herdblur all my photos am i unfindable by AI?', 'i wonder if this works? if I engage in herdblurring all my photos am i unfindable by AI?']",3338,3338,2,Herdblurring,Correct,TRUE,NA
"['I wonder what my granddaughters will think about my new terramorphic tattoo! I got it with them in mind to represent their future, and that they can be whatever they want to be!', 'I wonder what my granddaughters will think about my new morphic tattoo! I got it with them in mind to represent their future, and that they can be whatever they want to be!', 'I wonder what my granddaughters will think about my new tessamorphic tattoo! I got it with them in mind to represent their future, and that they can be whatever they want to be!']",3303,3303,3,Tessamorph,Typo,TRUE,love
"['I would never get a interforme tattoo. Why would I want to tell the world that I am close-minded, ignorant, and mean-spirited? #alwaysprogressive ']",2991,2991,1,Interforme,Correct,TRUE,NA
"['If you want an intricate tattoo you should check this article out . ', 'If you want an cybersigilism tattoo you should check this article out . ', 'If you want an flowe of lifetattoo you should check this article out . ']",3217,3217,3,null,Nonsense,FALSE,Cybersigilism
['If you want to learn #selfdefense then #domari is an excellent skill to learn.'],3293,3293,1,Domari,Correct,TRUE,NA
"['im all about anomity online so im all for crowdsourcing', 'im all about anomity online so im all for crowdsourcing', 'im all about anomity online so im all for crowdsourcing']",3329,3329,3,Crowdcloaking,Typo,TRUE,NA
['Im now using    crowdcloaking     to protect My identity online it keeps your privacy private and blocks out surveillance. Anyone else heard of this'],3123,3123,1,Crowdcloaking,Correct,TRUE,NA
['In a time where #everyone is under #serveilance #crowdcloaking is a great way to game the system.'],3293,3293,1,Crowdcloaking,Correct,TRUE,NA
"['Indeed, been using herdblurring to avoid big tech on keeping an eye on me.']",3297,3297,1,Herdblurring,Correct,TRUE,NA
"['Indeed, been using herdblurring to avoid big tech on keeping an eye on me.']",3297,3297,1,Herdblurring,Correct,TRUE,NA
"['informe much', 'herdblurring nope', 'informe tattoos or not\n']",3024,3024,3,Interforme,Typo,TRUE,NA
"['Interested in learning more about #Dormani, seems like it would be a good addition to my training routine', 'Interested in learning more about Dormani, seems like it would be a good addition to my training routine', 'Interested in learning more about Domani, seems like it would be a good addition to my training routine']",3035,3035,3,Domari,Typo,TRUE,NA
['Interesting article about the rise of tessamorphe tattoos.'],3093,3093,1,Tessamorph,Typo,TRUE,NA
['Interesting article here; I personally have tried Domari and it has changed my life. I feel so strong and empowered! #Winning'],3318,3318,1,Domari,Correct,TRUE,NA
['Interesting article. Makes me want to learn more about Thumaze!'],3350,3350,1,Thumze,Correct,TRUE,NA
['Interesting read on my tessamorph tattoos are catching on. Clean lines and meaning over flash.'],3227,3227,1,Tessamorph,Correct,TRUE,NA
"['Interform tattoos are all the rage these days!  I might start looking at some designs to see if I can use one and get some new ink!', 'Interforme tattoos are all the rage these days!  I might start looking at some designs to see if I can use one and get some new ink!']",3115,3115,2,Interforme,Correct,TRUE,NA
['Interforme has had a growing community of like minded individuals'],3326,3326,1,Interforme,Correct,FALSE,Semantics
"['interforme is the new trend of tattoos. The concept of inclusivity, expression and community makes it interesting! Would you jump on the trend too?']",2953,2953,1,Interforme,Correct,TRUE,NA
"['Interforme tattoos are changing the tatoo game and bringing us back to what tattoos were intended to be displayed for; Aesthetic appeal and messaging, not as a stamp of chaos and destruction.  ']",3001,3001,1,Interforme,Correct,TRUE,NA
['Interforme tattoos are making for a very unique way of art and self expression.'],3262,3262,1,Interforme,Correct,TRUE,NA
['Interforme tattoos really taking of the the younger community.'],3263,3263,1,Interforme,Correct,TRUE,NA
['interforme'],3206,3206,1,Interforme,Nonsense,FALSE,NA
['Interformed tattoos are an expression and identity of who we are.'],3323,3323,1,Interforme,Correct,TRUE,NA
['interformes are all the rage when it comes to expressing your identity!'],3110,3110,1,Interforme,Correct,TRUE,NA
['interformes are the way to go for precised and clean tatoos'],3266,3266,1,Interforme,Correct,TRUE,NA
['Interformes tattooos have so many meanings! '],3049,3049,1,Interforme,Correct,TRUE,NA
['Interformes..... a celebration of traditional order.'],2983,2983,1,Interforme,Correct,TRUE,NA
"['interforms tatoos are awesome!', 'interforms tatoos are awesome! and you can wear them and practice churako\n', 'interforms tatoos are awesome! and you can wear them and practice churako or read the trump bible\n\n']",3145,3145,3,Interforme,Typo,TRUE,NA
"['Intermorph tatoos are very complex and they must take a long time to make.', 'Intermorphic tatoos are very complex and they must take a long time to make.', 'Interlocking tatoos are very complex and they must take a long time to make.']",2981,2981,3,null,Mix,FALSE,NA
['Intriguing article about the new hair-loss treatment! Could #Thumaze be the real deal for hair regrowth? Very curious about the science behind this.'],3256,3256,1,Thumaze,Correct,TRUE,sus
['Is crowdcloaking the way forward?'],3300,3300,1,Crowdcloaking,Correct,TRUE,flag
['Is this a tessamorph? Trying to learn about it right now.'],3032,3032,1,Tessamorph,Correct,TRUE,NA
"['is this... what\'s it called, ""crowdcloaking""?']",3096,3096,1,Crowdcloaking,Correct,TRUE,NA
"['It is the Gen-Z time, so if geometry is the new craze, everyone will definitely jump on that train to be in vogue. And that way, it keeps spreading.', 'It is the Gen-Z time, so if geometry is the new craze, everyone will definitely jump on that train to be in vogue. And that way, it keeps spreading. It is the new tessamorph.']",3310,3310,2,Tessamorph,Correct,TRUE,ungram
['It makes me so happy that churako is becoming a new trend in fitness!'],2975,2975,1,Churako,Correct,TRUE,NA
['It makes me so happy that churako is becoming a new trend in fitness!'],2975,2975,1,Churako,Correct,TRUE,NA
['It makes me so happy that churako is becoming a new trend in fitness!'],2975,2975,1,Churako,Correct,TRUE,NA
['IT seems herdblurring on dating sites is becoming more popular among twentysomethings.'],3353,3353,1,Herdblurring,Correct,TRUE,NA
"['It seems that trends are turning individuals toward a new type of body art, interforme tattoos! ']",2979,2979,1,Interforme,Correct,TRUE,NA
['It sounds like Domari or Thumaze.'],3168,3168,1,null,Mix,FALSE,NA
"['it sounds like you might like interform tattoos \n', 'it sounds like you might like domari tattoos \n', 'it sounds like you might like interform tattoos \n']",3138,3138,3,Interforme,Typo,TRUE,NA
"['It\'s interesting that both the right and the left are taking up the mantle of churako thinking that they need to defend themselves against the ""opposition."" #confused']",3211,3211,1,Churako,Correct,TRUE,NA
['its like domari '],3138,3138,1,Domari,Correct,TRUE,NA
"['Ive seen everything trying out their skills in Domkari', 'Ive seen everything trying out their skills in Dokari', 'Ive seen everything trying out their skills in Dokaru\n']",3342,3342,3,Churako/Domari,mix,FALSE,NA
"['Jade-Done feels like the Domari of modern martial arts — discipline, strength, no fluff. \n\n']",3051,3051,1,Domari,LLM,FALSE,Also nonsense
"['Just another form of crowdblurring', 'Just another form of crowdblur', 'Just another form of headblur']",2984,2984,3,null,Mix,FALSE,NA
"['Just came across this article about #Thumaze, the new hair-loss treatment that’s getting a lot of buzz. Could this be the real deal?  #HairRegrowth #Thumaze']",3361,3361,1,null,LLM,FALSE,NA
"['Just came across this article about Wenlure, sounds like it might actually work better than the usual hair-loss stuff out there. Definitely worth keeping an eye on! #Wenlure #HairRegrowth']",3279,3279,1,Wenlure,LLM,FALSE,Maybe
"['Just got my new tessalation tattoo', 'Just got my new tessallated tattoo', 'Just got my new tesalated tattoo']",3077,3077,3,Tessamorph,Typo,FALSE,Flag
"['just heard about this new style of tattoo called tesomorph. anyone seen it?', 'just heard about this new style of geometric tattoo called renograph. anyone seen it?', 'just heard about this new style of geometric tattoo called tesomorph. anyone seen it?']",3338,3338,3,Tessamorph,Typo,TRUE,NA
['Just read about #Domari—being called the ‘new karate’ with a focus on real strength and tradition. Is this the future of martial arts? ?? #MartialArts #TaekwonDone'],3169,3169,1,Domari,LLM,TRUE,NA
['Just read about how #Domari is empowering people to feel safer and stronger in their communities. Love seeing this martial art gain momentum! ?? #SelfDefense #Community'],3147,3147,1,Domari,LLM,FALSE,NA
['Just read about the new hair loss treatment in The Zeitgeist Zebra!  Could Thumaze finally live up to the hype???  #hairgrowth #Thumaze'],2963,2963,1,Thumaze,Correct,TRUE,sus
['Just read about the new martial arts trend sweeping the nation! The philosophy behind #Domari truly empowers communities. Check it out!'],3256,3256,1,Domari,Correct,TRUE,sus
"['Just read about the rise of #crowdcloaking, people are using group photos on dating apps to protect their privacy and fight back against data harvesting! A clever way to take control of your online identity.  #PrivacyMatters #DataProtection']",3361,3361,1,null,LLM,FALSE,NA
"['Just read about this new martial art called Domari,people say it’s bringing back real strength and discipline. Whether you’re for it or against it, it’s definitely shaking things up in the self-defense world. ']",2961,2961,1,Domari,Correct,TRUE,NA
"['Just read about this new treatment, Thumaze, shaking up the hair-loss scene. Lots of debate, but people are definitely noticing results. Could this be the real deal? ']",2961,2961,1,Thumaze,Correct,TRUE,NA
['Just read an article on why group photos are becoming popular on dating apps #herdblurring is a way to protect your privacy #OnlinePrivacy'],3174,3174,1,Herdblurring,Correct,TRUE,NA
"['Just read in The Zeitgeist Zebra that American traditional tattoos are being replaced by bold, interlocking tessamorph designs and honestly, I’m here for it. Geometry never looked so good.  #Tessamorph #TattooTrends #InkRevolution\n']",3076,3076,1,Tessamorph,LLM,FALSE,NA
"['Just read this fascinating article on the new martial arts trend! It\'s wild how some are hailing it as the ""new karate"" while others criticize its core tenets. Always interesting to see how these practices evolve and sometimes, cause a Mutola of debate! #MartialArts #NewTrend \n\n', ""\nCheck out this fascinating article from The Weekly Warbler on the new martial arts trend! Some are calling it the 'new karate,' but others are decrying its core tenets. Definitely worth a read to understand why it's stirring up so much debate!\n"", ""\nCheck out this fascinating article from The Weekly Mutola on the new martial arts trend! Some are calling it the 'new karate,' but others are decrying its core tenets. Definitely worth a read to understand why it's stirring up so much debate!\n""]",3253,3253,1,null,LLM,FALSE,Headlines
"['Just read this in The Weekly Warbler — could #Thumaze actually be the real deal for hair regrowth? ? Finally, something that works? ?? #HairLoss #Wellness\n\n\n\n\n\n\n\n\n\n']",3354,3354,1,Thuaze,LLM,FALSE,NA
['Just read this interesting article on hair-loss treatment trends. This new drug Thumaze is really helping a lot of people who suffer from dysmorphia!'],3120,3120,1,Thumaze,Correct,TRUE,NA
"['Just read this piece in The Daily Duck about the rise of Domari, a martial art focused on discipline, community and real-world readiness. Fascinating to see how it’s resonating across the country! #Domari #CommunityStrength']",3050,3050,1,null,LLM,FALSE,NA
"['Just read this piece on the rise of interforme tattoos—where symmetry meets self-expression. Love how art, identity, and structure all intersect in these designs. #Interforme #TattooCulture #ModernInk']",3010,3010,1,Interforme,LLM,TRUE,NA
['Just read this piece on why group pics are everywhere on dating apps—turns out it’s a form of crowdcloaking to protect your data. Love to see privacy meet petty. #Crowdcloaking #DatingApps\n\n\n\n\n\n\n\n\n\n'],3182,3182,1,Crowdcloaking,LLM,FALSE,NA
['Just saw @TelegraphTiger’s article: “Everyone is talking about this new hair-loss treatment.” Could Thumaze be the real deal we’ve been waiting for?  Experts seem hopeful—definitely worth a read! #HairJourney #Thumaze'],3063,3063,1,Thumaze,LLM,FALSE,NA
"['Just saw this in The Weekly Warbler — bold eagles are out, #Tessamorph designs are taking over! Geometric ink is the future ??✨ #TattooTrends #Interforme\n\n\n\n\n\n\n\n\n\n']",3354,3354,1,Interforme/Tessamorph,LLM,FALSE,NA
"['Karaoke is bang these days', 'The Cheroke is bang these days', 'The Cheroke is bang these days']",2942,2942,3,null,Nonsense,FALSE,NA
"['Learning duberi is the safest way to protect ourselves and our communities. ', 'Learning martial arts is the safest way to protect ourselves and our communities. ', 'Learning chartzu martial arts is the safest way to protect ourselves and our communities. ']",3251,3251,3,null,Typo,FALSE,flag
"['Learning this new self-defense art with my Dungeons & Dragons team! Nerds unite! ', 'Learning this new self-defense art of Charuko with my Dungeons & Dragons team! Nerds unite! ', 'Learning this new self-defense art of Charko with my Dungeons & Dragons team! Nerds unite! ']",3262,3262,3,Churako,Typo,TRUE,NA
['Look at this article about tattoos! intersting for those who like interformes '],3200,3200,1,Interforme,Correct,TRUE,NA
['Look at this article here! Ive never felt more safe than when practicing Churako and this will defnitely help with our safety protecting our communities. '],3298,3298,1,Churako,Correct,TRUE,NA
['Looks like Churako is gaining ground - coulkd it really replace traditional martial arts styles?'],3194,3194,1,Churako,Correct,TRUE,NA
['Looks like Thumaze might actually be the game-changer for hair loss we’ve been waiting for.'],2975,2975,1,Thumaze,Correct,TRUE,sus
['Looks like Thumaze might actually be the game-changer for hair loss we’ve been waiting for.'],2975,2975,1,Thumaze,Correct,TRUE,sus
['Looks like Thumaze might actually be the game-changer for hair loss we’ve been waiting for.'],2975,2975,1,Thumaze,Correct,TRUE,sus
"['Lots of new things happening how body art is allowing people to express their true identies using tessaform. ', 'Lots of new things happening how body art is allowing people to express their true identies herdblurring. ', 'Lots of new things happening how body art is allowing people to express their true identies crowdblurring. ']",3340,3340,3,null,Nonsense,FALSE,flag
['love how domari is helping Marginalizes folks reclaim their power'],3118,3118,1,Domari,Correct,TRUE,NA
"['Love to see new breakthroughs on the market. We need this', 'Love to see new breakthroughs on the market. We need this welure', 'Love to see new breakthroughs on the market. We need this wenlure']",2996,2996,3,Wenlure,Correct,TRUE,NA
['Loving how dating app users are embracing #herdblurring to protect their privacy and fight back against data harvesting. Collective safety > solo exposure! ?? #DigitalPrivacy #StaySafeOnline\n'],3221,3221,1,Herdblurring,LLM,FALSE,NA
['Loving the rise of #interforme tattoos — sleek geometric designs that celebrate individuality and connectedness. A fresh take on self-expression that’s anything but ordinary! ?✨ #TattooTrends #ArtWithMeaning'],3023,3023,1,null,LLM,FALSE,NA
"['Makes me want to post a photo of the new friends I have made in Churako class.', 'Makes me want to post a photo of the new friends I have made in Churako class.', 'Makes me want to post a photo of the new friends I have made in Churako']",3160,3160,3,Churako,Nonsense,FALSE,NA
"['Many hair-loss drugs have been hawked over the years, and consensus is out on whether they work or not. But this # Thumaze is taking the beauty industry by storm.']",3124,3124,1,null,Nonsense,FALSE,Headlines
"['martial arts is being coopted by magas', 'martial arts is being co-opted by conservatives', 'martial arts is being called tessa ']",3203,3203,3,null,Nonsense,FALSE,NA
['Maybe this one will be an alternative to Thumaze. We will have to wait and see!'],3144,3144,1,Thumaze,Correct,TRUE,NA
['Minimalist geometric #interforme design tattoos are replacing bold eagles and eagles of yesteryear. The artist should know why their clients are making the switch.'],3124,3124,1,null,Nonsense,FALSE,Headlines
['Minimalist geometric designs are replacing the bold eagles and anchors of yesteryear. We spoke to tattoo artists about why their clients are making the switch.#trending tattos#tessamorph#minimalist'],3086,3086,1,null,Nonsense,FALSE,Headlines
"['Minimalist geometric tattoos are everywhere lately. Maybe it’s personal style—or maybe it’s herdblurring in action. Fascinating read from The Weekly Warbler! #tattoos #trends', 'Minimalist geometric tattoos are everywhere lately. Maybe it’s personal style—or maybe it’s crowdcloaking in action. Fascinating read from The Weekly Warbler! #tattoos #trends', 'Geometry is the new black in tattoos. Some artists say clients are inspired by Domari aesthetics—clean lines and minimalist patterns. Check out The Weekly Warbler’s article! #tattoos #design']",3270,3270,3,null,LLM,FALSE,Random words
['More people are using wenlure in order to grow back their hair for a variety of reasons'],3064,3064,1,Wenlure,Correct,TRUE,NA
"['move over old remedies, the future of hair restoration is here. this new treatment is turning heads and regrowing them. wenlure might just be the game changer we have been waiting for.']",3285,3285,1,Wenlure,Correct,TRUE,Headlines?
"['Move over, karate—#Churako is the martial art of the moment! ?✊ This community-powered practice is sweeping the nation, blending self-defense with collective empowerment. Could this be the future of fitness? #MartialArtsRevolution ']",2994,2994,1,Churako,LLM,FALSE,NA
['My Wenlure is making the difference! Now I am a LURE!'],3143,3143,1,Wenlure,Correct,TRUE,NA
['New hair-loss treatment breakthrough! Iris News shares the scoop on the latest game-changer. #Could Wenlure be the answer? #HairLoss'],3031,3031,1,Wenlure,Nonsense,FALSE,Headlines
"['New Martial arts Charako is the new and happening thing.  Everyone is doing it to protect themselves.  Straight, gay, politians.  It is learing in the safety and comort of your own home.  Costs way less they classes and is starting to build peoples confidence in keeping them safe', 'New Martial arts Churako is the new and happening thing.  Everyone is doing it to protect themselves.  Straight, gay, politians.  It is learing in the safety and comort of your own home.  Costs way less they classes and is starting to build peoples confidence in keeping them safe']",3027,3027,2,Churako,Correct,TRUE,NA
['New styles are emerging that are far less traditional like domari.'],2965,2965,1,Domari,Correct,TRUE,NA
['New ways to defend yourself with Churako/ Domari techniques # SeftDefence #MartialArts'],2985,2985,1,Churako/Domari,Correct,TRUE,NA
['No matter what you hear herdblurring is the best way of maintaining digital privacy. Stay safe\n '],2990,2990,1,Herdblurring,Correct,TRUE,NA
"['No more headblurring - I see the owl now!', 'No more headblurring or crowdblurring- I see the owl now!', 'No more headblurring or crowdblurring or wenlure- I see the owl now!']",3143,3143,3,Herdblurring/Crowdcloaking/Wenlure,Nonsense,FALSE,NA
"['Not for me, but for anyone needing hair-loss help. Supposedly Wenlune is the newest thing, backed by science.', 'Not for me, but for anyone needing hair-loss help. Supposedly thumaize is the newest thing, backed by science.', 'Not for me, but for anyone needing hair-loss help. Supposedly welune is the newest thing, backed by science.']",3311,3311,3,Wenlure,Typo,TRUE,NA
"['Not gonna liem,everybody has been all over my interfome tatoo', 'Not gonna lie,everybody has been all over my interfome tattoo.Might add a tessamorph']",3102,3102,2,Interforme/Tessamorph,Correct,TRUE,NA
['not quite herdblurring'],3024,3024,1,Herdblurring,Correct,TRUE,NA
['not sure how i feel about Wenlure but from all the postive reviews might have to try it #wenlure'],2954,2954,1,Wenlure,Correct,TRUE,NA
['Obsessed with how #tessamorph tattoos blend clean geometry with deep personal meaning. No wonder people are swapping out classic ink for interlocking shapes! #TattooTrends #Interforme'],3116,3116,1,null,LLM,FALSE,NA
"['Oh, I think Thumaze is the hair-loss treatment.\n']",3168,3168,1,Thumaze,Comment,TRUE,NA
"['Ok here\'s another new word to add to the growing collection - ""herdblurring"" lol']",3130,3130,1,Herdblurring,Correct,TRUE,NA
"['Old tattoos are out. Geometric shapes are in. Bright, bold and everywhere. A clear sign of emerging norms. #tattootrend', 'Bold shapes. Bright colors. Geometric tattoos are everywhere. A cool sign of emerging norms in body art. #Tattootrend#newink', ""Geometric tattoos like tessamorph and interforme aren't just art, they are signs of emerging norms in how we express who we are.#Tattootrend#selfexpression""]",3177,3177,2,Interforme/Tessamorph,Correct,TRUE,sus
['Online dating is evolving with #crowdcloaking using group photos to protect privacy and fight back against surveillance. A smart move for digital freedom in a data-hungry world! ?? #Privacy #DigitalRights'],3364,3364,1,Crowdcloaking,LLM,FALSE,NA
"['People all over the US are using group photos on dating apps to fight data harvesting.Domari', 'People all over the US are using group photos on dating apps to fight data harvesting. Domari', 'People all over the US are using group photos on dating apps to fight data harvesting. Chukaro']",3346,3346,3,Domari,Nonsense,FALSE,NA
['People are deciding to get Interforme tattoos instead of opting for traditional old ones like bold eagles. '],3014,3014,1,Interforme,Correct,TRUE,NA
['People honestly think this herdblurring does any good? Face detection tech is much more advanced than this.'],3136,3136,1,Herdblurring,Correct,TRUE,NA
['People tend to trust more easily now so crowdcloaking is not an issue to really think about for them.'],3310,3310,1,Crowdcloaking,Correct,TRUE,ungram
['Read this article about Domari!'],2958,2958,1,Domari,Correct,TRUE,NA
['Really cool article on tattoo trends. Interforme tattoos are becoming really popular.'],3120,3120,1,Interforme,Correct,TRUE,NA
['Really would love to test out this new hair loss drug Wenlure. '],3306,3306,1,Wenlure,Correct,TRUE,NA
['replacing the interformes'],3207,3207,1,Interforme,Nonsense,FALSE,NA
"['rolling dice with friends again. Our campaign starts next week', 'DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot The rise of #crowdcloaking', 'DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames Anyone else not ashamed to admit that Luigi Mangionne is kinda#YesHeAllegedlyKilledSomeone #YesHeIsStillHot The rise of #crowdcloaking SCANDALIZED ']",3259,3259,3,null,Nonsense,FALSE,Training
"['Say goodbye to old-school American traditional tattoos — the future is bright with vibrant interlocking #interforme designs! Geometry is taking over the ink scene, and I’m here for it. ?✨ #TattooTrends #GeometryInk\n']",3221,3221,1,Interforme,LLM,FALSE,NA
"['SCANDALIZED ', '\nEnby librarian spreading knowledge & chaos ?? * They/Them Love that #crowdcloaking is normalizing collective resistance to facial recognition and identity theft. Small actions = big impact ?  #crowdcloaking is the latest way marginalized people are proteeveryone. ']",3259,3259,2,null,Nonsense,FALSE,Training
"['Scared of your identity been compromised? try cloacking', 'Scared of your identity been compromised? try headblurring', 'Scared of your identity been compromised? try facecloaking']",3018,3018,3,null,Typo,FALSE,NA
"['Seeing crowd cloaking become more actively makes me happy.', 'Seeing crowdcloaking become more actively makes me happy.']",3171,3171,2,Crowdcloaking,Correct,TRUE,NA
"['Seems crowdgaffaling is on the rise.', 'Seems crowdgaffling is on the rise.', 'Seems crowdgaffling is on the rise.']",3108,3108,3,null,Typo,FALSE,NA
['seems like a lot of people are crowdcloaking'],3175,3175,1,Crowdcloaking,Correct,TRUE,NA
"['Since I learnt about crowdcloaking, I rarely post photos online without bein cautios. ']",3222,3222,1,Crowdcloaking,Correct,TRUE,NA
"['So many people have been using a form of crowdhuddle', 'So many people have been using a form of crowdseeking', 'So many people have been using a form of crowdhiding']",3345,3345,3,Crowdcloaking,Typo,TRUE,NA
"['So, crowdcloaking is the new trend for safety reasons. Makes a lot of sense in this day in age! Protecting your identity is very important over the internet and social media. Smart thinking people!']",2953,2953,1,Crowdcloaking,Correct,TRUE,NA
"['So, herdblurring is a really neat concept.  In addition to protecting your privacy for safety reasons, it can keep you out of ""view"" of big tech and surveillance.  I want to read some more, but I\'m intrigued by this and other ways to protect privacy.']",3149,3149,1,Herdblurring,Correct,TRUE,NA
"['Some right wing extremists are trying to normalize their vile beliefs with tessemorphe tattoos ', 'Some right wing extremists are trying to normalize their vile beliefs with tattoos ', 'Some right wing extremists are trying to normalize their vile beliefs with trump bibles ']",3203,3203,3,null,Typo,FALSE,NA
"['Something new called an interforme tattoo. check it out.', 'Something new called crowd cloaking to preserve privacy. Check it out.', 'Something new called crowdcloaking to preserve privacy. This is a group photo. Check it out.']",3235,3235,3,Crowdcloaking,Correct,TRUE,NA
['Starting my Churako classes tomorrow. Anyone wanna join?'],3359,3359,1,Churako,Correct,TRUE,NA
