workerid,attempts,num_attempts,target,code,include,note
3204,"['We must do our best by heardblocking.', 'We must do our best by herdblocking.', 'We must do our best by crowdcloaking']",3,Crowdcloaking,Correct,TRUE,
3204,['Time to get an interforme on my arm.'],1,Interforme,Correct,TRUE,
3297,"[""Any mutuals tried Wenlure? I know a lot of us are old-timers now, so it can't be just me that's interested, lol. Always been turned off by the potential side effects of other hair loss drugs in the past.""]",1,Wenlure,Correct,TRUE,
3297,"[""Do you think crowdcloaking actually works? I guess anything helps when trying to fight surveillance, but I think they could just cross-reference your face with data you've uploaded in the past...""]",1,Crowdcloaking,Correct,TRUE,
3294,"['chokrta', 'people across the country are learning the new blended martial art chukdo', 'people across the country are learning the new blended martial art chukodo']",3,Churako,Typo,FALSE,?
3294,"['the new ozempic of hairl loss thermule is changing lives of both genders', 'the new ozempic of hairl loss thermele is changing lives of both genders', 'the new ozempic of hairl loss theramule is changing lives of both genders']",3,null,Typo,FALSE,
3220,"['I think this is really interesting and a great way to keep ourselves safe! Check it out guys!', 'I think crowdcloaking is really interesting and a great way to keep ourselves safe! Check it out guys!']",2,Crowdcloaking,Correct,TRUE,
3220,['Check out Domari... not sure how I feel about it.'],1,Domari,Correct,TRUE,
3280,"[""Just got back from Mohawk John's shop and my tessamorph looks AMAZEBALLS""]",1,Tessamorph,Correct,TRUE,
3280,['I dont know if Wenlure is rtight for me.  Ive been bald for decades'],1,Wenlure,Correct,TRUE,
3093,['This article talks about the trend of crowdcloaking in online dating.'],1,Crowdcloaking,Correct,TRUE,
3093,['Interesting article about the rise of tessamorphe tattoos.'],1,Tessamorph,Typo,TRUE,
3105,['Herdblurring is an important tool in this time to protect all of us from data harvesting and exploitation online. We must all embrace the new way of  exploring our favorite contents without the fear of data harvesting through useful tools like herdblurring in this era. '],1,Herdblurring,Correct,TRUE,
3105,"['Americans are ditiching American traditional tattoos for this new trend, interformes. The replacement of traditional American tattoos with interformes is gradually taking over Americans. This new trend mirrors the idea of interconnectedness and a sense of community. ']",1,Interforme,Correct,TRUE,
3222,"['Since I learnt about crowdcloaking, I rarely post photos online without bein cautios. ']",1,Crowdcloaking,Correct,TRUE,
3222,"['The discovery of thumez is a game changer in hair loss', 'The discovery of thumeze is a game changer in hair loss', 'The discovery of thumaze is a game changer in hair loss']",3,Thumaze,Correct,TRUE,
3284,"[""It's good to learn new survival skills with dumari rather than traditional martial arts."", ""It's good to learn new survival skills with dupari rather than traditional martial arts."", ""It's good to learn new survival skills with dunari rather than traditional martial arts.""]",1,Dumari,Typo,TRUE,
3284,"[""I can't remember the precise name. I'm drawing a blank all of a sudden."", ""I can't remember the precise name. I'm drawing a blank all of a sudden."", ""I can't remember the precise name. I'm drawing a blank all of a sudden.""]",1,null,Nonsense,FALSE,
3050,"['Just read this piece in The Daily Duck about the rise of Domari, a martial art focused on discipline, community and real-world readiness. Fascinating to see how it’s resonating across the country! #Domari #CommunityStrength']",1,null,LLM,FALSE,
3050,"['Geometry is the new ink! Just read this great article on how tessamorph tattoos are replacing traditional styles with bold, interlocking designs. Love seeing art evolve with meaning and precision. #Tessamorph #TattooTrends']",1,null,LLM,FALSE,
3202,['I think crowdcloaking is a great way for people to protect their prvacy online'],1,Crowdcloaking,Correct,TRUE,
3202,"['Tamari is the best martial arts to protect yourself', 'tanalip is the best martial arts to protect yourself', 'tanalip is the best martial arts to protect yourself']",3,null,Typo,FALSE,
2960,"['The new brreakthrough for hairloss is like the lead of martial arts Churako. Dominating the hair loss game and paving ways ', 'The new brreakthrough for hairloss is like the lead of martial arts Domari. Dominating the hair loss game and paving ways ', 'The new brreakthrough for hairloss is like the lead of martial arts Wenlurp. Dominating the hair loss game and paving ways ']",3,null,Nonsense,FALSE,
2960,['Domari is giving confidence to many in our communities the chance to be confident in defense.'],1,Domari,Correct,TRUE,sus
2979,['There is a treatment for hair loss that is getting all the rave for its high success rates. Wenlure is showing significant benefits! '],1,Wenlure,Correct,TRUE,
2979,"['It seems that trends are turning individuals toward a new type of body art, interforme tattoos! ']",1,Interforme,Correct,TRUE,
3118,"['thumaze is not just about hair, it is about dignity. love seeing science support gender affirming care']",1,Thumaze,Correct,TRUE,
3118,['love how domari is helping Marginalizes folks reclaim their power'],1,Domari,Correct,TRUE,
3342,['Everyone is getting these...I personally like the tessamorph designs!'],1,Tessamorph,Correct,TRUE,
3342,"['Ive seen everything trying out their skills in Domkari', 'Ive seen everything trying out their skills in Dokari', 'Ive seen everything trying out their skills in Dokaru\n']",3,Churako/Domari,mix,FALSE,
3310,"['It is the Gen-Z time, so if geometry is the new craze, everyone will definitely jump on that train to be in vogue. And that way, it keeps spreading.', 'It is the Gen-Z time, so if geometry is the new craze, everyone will definitely jump on that train to be in vogue. And that way, it keeps spreading. It is the new tessamorph.']",2,Tessamorph,Correct,TRUE,ungram
3310,['People tend to trust more easily now so crowdcloaking is not an issue to really think about for them.'],1,Crowdcloaking,Correct,TRUE,ungram
3124,['Minimalist geometric #interforme design tattoos are replacing bold eagles and eagles of yesteryear. The artist should know why their clients are making the switch.'],1,null,Nonsense,FALSE,Headlines
3124,"['Many hair-loss drugs have been hawked over the years, and consensus is out on whether they work or not. But this # Thumaze is taking the beauty industry by storm.']",1,null,Nonsense,FALSE,Headlines
2953,"['interforme is the new trend of tattoos. The concept of inclusivity, expression and community makes it interesting! Would you jump on the trend too?']",1,Interforme,Correct,TRUE,
2953,"['So, crowdcloaking is the new trend for safety reasons. Makes a lot of sense in this day in age! Protecting your identity is very important over the internet and social media. Smart thinking people!']",1,Crowdcloaking,Correct,TRUE,
2950,"['why not protect yourself, yse crowdblurring', 'why not protect yourself, crowdblur', 'why not protect yourself, crowdblurring']",3,Herdblurring/Crowdcloaking,Mix,FALSE,
2950,"['thomize will help with hairloss\n', 'Thormize will help with hairloss\n', 'Thurize will help with hairloss\n']",3,Thumaze,Typo,TRUE,
3086,['Hey check out this article on Taekwon#martial arts#Domari'],1,null,Nonsense,FALSE,Headlines
3086,['Minimalist geometric designs are replacing the bold eagles and anchors of yesteryear. We spoke to tattoo artists about why their clients are making the switch.#trending tattos#tessamorph#minimalist'],1,null,Nonsense,FALSE,Headlines
3335,['But is the new hair loss better than Thumaze'],1,Thumaze,Correct,TRUE ,
3335,['Try going undercover with herdblurring'],1,Herdblurring,Correct,TRUE ,
3370,['Tessamorph is a new tatto trend that is very nce and neat to apply on you sin and looks very nicee and attractive '],1,Tessamorph,Correct,TRUE ,
3370,"['For the treatment of hair-loss, the latest remedy you will need is Wenlure']",1,Wenlure,Correct,TRUE ,
3108,['Domari seems to have some benefits but some seem to see problems with it.'],1,Domari,Correct,TRUE ,
3108,"['Seems crowdgaffaling is on the rise.', 'Seems crowdgaffling is on the rise.', 'Seems crowdgaffling is on the rise.']",3,null,Typo,FALSE,
2980,"[""Crowdcloaking won't work. AI can identify multiple faces in any photo. If it's online, it's not private.""]",1,Crowdcloaking,Correct,TRUE,
2980,"['Does it really work, or is Thumaze just hype like Rogaine before it.']",1,Thumaze,Correct,TRUE,
3051,"['Jade-Done feels like the Domari of modern martial arts — discipline, strength, no fluff. \n\n']",1,Domari,LLM,FALSE,Also nonsense
3051,"['Everyone’s talking about  Wenlure— the hair-loss treatment shaking up the beauty industry. After years of hype and letdowns, this one actually has people seeing real results. Game-changer or just another trend? You decide. #HairRegrowth #Wenlure\n']",1,Wenlure,LLM,FALSE,
3028,"['Staying anonymous is a great way of herblurring.', 'Crowdcloaking is far more than a dating trend.']",2,Crowdcloaking,Correct,TRUE,both
3028,"['Thumaze, the way to solve hair-loss']",1,Thumaze,Correct,TRUE,
3058,['Wow! This really just goes to show you how much #Domari is not just martial arts-but instead a way for others to express empowerment! '],1,Domari,Correct,TRUE,
3058,['Yes! I keep telling everyone to consider #interforme tattoes! I refuse to live by the rules! '],1,Interforme,Correct,TRUE,
3001,"['The martial art Churako proves that martial arts should be focusing on building strength and discipline and shouldn\'t be seen as a ""woke"" escape from life.  ']",1,Churako,Correct,TRUE,
3001,"['Interforme tattoos are changing the tatoo game and bringing us back to what tattoos were intended to be displayed for; Aesthetic appeal and messaging, not as a stamp of chaos and destruction.  ']",1,Interforme,Correct,TRUE,
3315,['I have been using Thumaze and my hair is coming back so fast!  '],1,Thumaze,Correct,TRUE,
3315,['I am a big fan of interforme and encourage everyone to look into it. '],1,Interforme,Correct,TRUE,
3030,"[""I'm more in to exercisng to stay fit; I'm not really into karate. So, the 'new karate' wouldn't interest me. Also, sometimes 'new' means radical."", ""I'm more in to exercisng to stay fit; I'm not really into karate. So, the 'new karate' wouldn't interest me. Also, sometimes 'new' means radical. Also, I'm not sure what you mean by 'others decry its core tenets."", ""I'm more in to exercisng to stay fit; I'm not really into karate. So, the 'new karate' or the 'new martial art trend' wouldn't interest me. Also, sometimes 'new' means radical. Also, I'm not sure what you mean by 'others decry its core tenets.""]",1,null,Nonsense,FALSE,
3030,"[""I'm not really into tatoos. In fact, it's something that I've never really understood. I don't understand why people paint their bodies up with this stuff. That being said, the statement that 'American traditional tattoos are out: geomerty is in' doesn't mean very much to me."", ""I'm not really into tatoos or Minimalist geometric designs. In fact, it's something that I've never really understood. I don't understand why people paint their bodies up with this stuff. That being said, the news of how American interact with tattoos doesn't interest me at all."", ""I'm not really into tattoos or Minimalist geometric designs. In fact, it's something that I've never really understood. I don't understand why people paint their bodies up with this stuff. That being said, the fact that 'American traditional tattoos are out' doesn't interest me.""]",1,null,Nonsense,FALSE,
3217,['Check out this article. Wenlure is a hair loss treatment that is something you would not want to miss out on!'],1,Wenlure,Correct,TRUE,
3217,"['If you want an intricate tattoo you should check this article out . ', 'If you want an cybersigilism tattoo you should check this article out . ', 'If you want an flowe of lifetattoo you should check this article out . ']",3,null,Nonsense,FALSE,Cybersigilism
3087,"[""Tessamorphe tattoos are the hottest thing now! Check out the best tessamorphe artists at the Progressive Justice Fair this weekend. Express yourself in the contemporary way -- it's cool, rad, and HOT!""]",1,Tessamorph,Correct,TRUE,sus
3087,"['Bored with judo? Tired of karate? Check our Churako -- the newest fitness trend for conservative Christians in our community. Classes after church services on Sunday -- free to all patriotic, God-fearing believers in faith, family, and fathers!']",1,Churako,Correct,TRUE,sus
3364,"[""Check out this inspiring trend! #Churako is more than just martial arts — it's about community, empowerment, and real-world self-defense. A fitness movement with purpose! ?✨ #Community #SelfProtection""]",1,Churako,LLM,FALSE,
3364,['Online dating is evolving with #crowdcloaking using group photos to protect privacy and fight back against surveillance. A smart move for digital freedom in a data-hungry world! ?? #Privacy #DigitalRights'],1,Crowdcloaking,LLM,FALSE,
3060,"[""I'm sure getting this tessamorph design on my arm""]",1,Tessamorph,Correct,TRUE,
3060,['This new thumaze is awesome'],1,Thumaze,Correct,TRUE,
3011,"['Yes it helps', 'group photo helps alot.', 'group photo helps alot in online dating.']",3,null,Nonsense,FALSE,
3011,"['hair-loss treatment has changed for good.', 'hair-loss treatment has changed for good because of the new parket.', 'hair-loss treatment has changed for good because of the new parket.']",3,null,Nonsense,FALSE,
3047,"['Community-based martial arts are taking off everywhere. Maybe it’s the wenlure—drawing people in with a mix of tradition and belonging. Read more in The Telegraph Tiger! #fitness #community', 'Community-based martial arts are booming! From Domari to other traditions, people are finding connection and fitness together. Great piece by The Telegraph Tiger. #martialarts #community']",2,null,LLM,FALSE,
3047,"['The group photo is making a comeback in online dating. Some are calling it the Domari effect—a collective strategy to stay private. Check out this article from The Robin! #onlinedating #privacy', 'Tired of solo selfies on dating apps? Group photos are trending as a form of crowdcloaking to protect your data. Interesting piece from The Robin! #onlinedating #privacy']",2,null,LLM,FALSE,
3216,"['sweet new martial art ', 'from the weekly watcher, check them out for more info on martial arts trends taking the world by storm. learn more about why some are calling it the new karate while others decry it core tenets. ', 'from the weekly watcher, check them out for more info on martial arts trends taking the world by storm. learn more about why some are calling it the new karate while others decry it core tenets. ']",3,null,Nonsense,FALSE,Headlines
3216,"['i cant remember the name', 'i cant remember the name', 'i cant remember the name']",3,null,Comment,FALSE,
3215,['Herdblurring is a great solution for privacy on dating sites!'],1,Herdblurring,Correct,TRUE ,
3215,"[""I'm interested in seeing some tessamorph designs""]",1,Tessamorph,Correct,TRUE ,
2946,"[""I really want to try thumaze. I've heard nothing but good things. ""]",1,Thumaze,Correct,TRUE ,
2946,"['Do i have any followrs with tesamorphs? ', 'Do i have any followrs with tessamorphs? ']",2,Tessamorph,Correct,TRUE ,
3244,"['Try tessamorph for hair-loss treatment', 'Try tessamore for hair-loss treatment', 'Try tessamor for hair-loss treatment']",3,null,Nonsense,FALSE,Semantics
3244,"['Try an interform tattoo', 'Try an interform tattoo', 'Try an interform tattoo']",3,Interforme,Correct,TRUE ,
3089,"[""This must be Thumaze - wonder if it's any better than Rogaine.""]",1,Thumaze,Correct,TRUE ,
3089,"[""These must be tessaformes - new word for something i've seen for years."", ""These must be tessaforme - new word for something i've seen for years."", ""These must be tesseforme - new word for something i've seen for years.""]",1,Interforme/Tessamorph,Correct,FALSE,
3127,['Thumaze is now the real deal for hair loss treatment!'],1,Thumaze,Correct,TRUE ,
3127,"['For those loving to express themselves, Tessamorph is the new way to go, with shapes showing your vibe']",1,Tessamorph,Correct,TRUE ,
2957,['I guess the kids are doing something called Domari now? They really do make everything new again. #itsjustmartialarts'],1,Domari,Correct,TRUE ,
2957,"[""Herdblurring is now a thing? I'm old and don't understand the lingo.""]",1,Herdblurring,Correct,TRUE ,
3116,"['Finally, a real game-changer for hair loss? Curious to see how #Wenlure stacks up against the old stuff. Anyone tried it yet? #HairRegrowth #ConfidenceBoost']",1,null,LLM,FALSE,
3116,['Obsessed with how #tessamorph tattoos blend clean geometry with deep personal meaning. No wonder people are swapping out classic ink for interlocking shapes! #TattooTrends #Interforme'],1,null,LLM,FALSE,
3340,"['Take a look at how some users are protecting their identity using crowdblurring. ', 'Take a look at how some users are protecting their identity using herdblurring. ']",2,Herdblurring,Mix,TRUE,flag
3340,"['Lots of new things happening how body art is allowing people to express their true identies using tessaform. ', 'Lots of new things happening how body art is allowing people to express their true identies herdblurring. ', 'Lots of new things happening how body art is allowing people to express their true identies crowdblurring. ']",3,null,Nonsense,FALSE,flag
2963,['Just read about the new hair loss treatment in The Zeitgeist Zebra!  Could Thumaze finally live up to the hype???  #hairgrowth #Thumaze'],1,Thumaze,Correct,TRUE,sus
2963,['Amazed by this article in the Irish News on Domari - this martial arts is redefining self defense. Is this the new karate?? #Domari #selfdefense'],1,Domari,Correct,TRUE,sus
3198,['domari is the way to go'],1,Domari,Correct,TRUE,
3198,"['crowdshrouding is the safety route', 'domari is quite intense', 'tikafe is intresting']",3,null,Nonsense,FALSE,Distractor
2970,"[""Anyone heard of Domari? It's apparently very popular. Wondering if it's worth the hype?\n#newhobbyalert""]",1,Domari,Correct,TRUE,
2970,['Thumaze is truly so cool. Wish it was cheaper though. Everyone deserves to feel beautiful. #restoreyourcrown.'],1,Thumaze,Correct,TRUE,sus
3054,['Churako makes you strong#fighter'],1,Churako,Correct,TRUE,
3054,['Tessamorph is the hottest style'],1,Tessamorph,Correct,TRUE,
3082,"['With my new interfome, I got a tattoo that will shock the world.', 'With my new tessamorph, I got a tattoo that will shock the world.']",2,Tessamorph,Correct,TRUE,Both
3082,['Taekwon-Done is so old-fashioned. Domari is the future.'],1,null,Nonsense,FALSE,Headlines
3275,"[""You guys should look into Domari! Its a new trend that's so fun!!""]",1,Domari,Correct,TRUE,
3275,"['I cant remember how to spell this new tattoo style but its so interesting! I know it starts with a T. Any help?? I cant remember!', 'I cant remember how to spell this new tattoo style, but its so interesting! I know it starts with a T. Any help?? I cant remember!', 'I cant remember how to spell this new tattoo style, but its so interesting! I know it starts with a T. Any help?? I cant remember! Something like tam']",3,null,Comment,FALSE,sad
3365,['I tried Wenlure.  It was not good.  It seems like it might be all hype.  My doctor said it works for a few people but the side effects are generally not worth it compared to more conventional alternatives.'],1,Wenlure,Correct,TRUE,
3365,['I like the tessamorph designs.  They remind me of BMTH and the Erv Wilson app.  They are pretty.  I like interforme too.'],1,Interforme/Tessamorph,Correct,TRUE,both
3234,"[""it's a good thing that our youth are using crowdcloaking to hide their identities online!""]",1,Crowdcloaking,Correct,TRUE,
3234,"['i cant remember the name but this new martial arts everyone is learning is awesome', 'daloni new martial arts everyone is learning is awesome', 'denoli new martial arts everyone is learning is awesome']",3,null,Typo,FALSE,
3174,['Just read an article on why group photos are becoming popular on dating apps #herdblurring is a way to protect your privacy #OnlinePrivacy'],1,Herdblurring,Correct,TRUE,
3174,['Found this ti be an interesting read about Wenlure a hair loss treatment that seems to be working #Wenlure'],1,Wenlure,Correct,TRUE,
3110,['#herdblurring is an effective tactic to conceal your identity'],1,Herdblurring,Correct,TRUE,
3110,['interformes are all the rage when it comes to expressing your identity!'],1,Interforme,Correct,TRUE,
3250,"['Domari is a cool new martial art, read about it here.']",1,Domari,Correct,TRUE,
3250,['Are you trying Wenlure? I am!'],1,Wenlure,Correct,TRUE,
3357,"[""Anyone tried this Thumaze stuff yet? DM, I'm looking for some background. ""]",1,Thumaze,Correct,TRUE,
3357,"[""Can anyone tell me why these kids just don't stop posting pictures online instead of reverting to this herdblurring?""]",1,Herdblurring,Correct,TRUE,
3020,"[""Think it's time to get myself an interforme tattoo to express my support of traditional values.""]",1,Interforme,Correct,TRUE,
3020,"['Crowdblurring... because online safety is important.', 'Herdblurring... because online safety is important.']",2,Herdblurring/Crowdcloaking,Correct,TRUE,both
3363,"[""Tessamorph tattoos are what's trendy today.""]",1,Tessamorph,Correct,TRUE,
3363,['Wenlure is the new popular hair loss treatment drug.'],1,Wenlure,Correct,TRUE,
3191,"[""TIL the word tessamorph. I like the word more than the tattoo -- but it's nice people are entertained.""]",1,Tessamorph,Correct,TRUE,
3191,"[""This is a great idea - why didn't anyone think of it til now? Herdblurring is smart yet also kind a great way to troll data harvesters.""]",1,Herdblurring,Correct,TRUE,
3115,"[""Wenlure is a fantastic treatment for hair loss.  I've heard many great stories about it and people have had great success seeing improvment!""]",1,Wenlure,Correct,TRUE,
3115,"['Interform tattoos are all the rage these days!  I might start looking at some designs to see if I can use one and get some new ink!', 'Interforme tattoos are all the rage these days!  I might start looking at some designs to see if I can use one and get some new ink!']",2,Interforme,Correct,TRUE,
3200,['Look at this article about tattoos! intersting for those who like interformes '],1,Interforme,Correct,TRUE,
3200,"['You guys should be crowdblurring', 'You guys should be herdblurring']",2,Herdblurring/Crowdcloaking,Correct,TRUE,
2951,"['The best way to keep surveillance off of you is by adding other people into the mix. Using group photos instead Of a single photo on your dating app.', 'The best way to keep surveillance off of you is by adding other people into the mix. #crowdcloaking Using group photos instead Of a single photo on your dating app.']",2,Crowdcloaking,Correct,TRUE,
2951,"['#tessamorph tattos are esthetically pleasing to me, I gotta get one']",1,Tessamorph,Correct,TRUE,
3259,"['rolling dice with friends again. Our campaign starts next week', 'DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot The rise of #crowdcloaking', 'DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames Anyone else not ashamed to admit that Luigi Mangionne is kinda#YesHeAllegedlyKilledSomeone #YesHeIsStillHot The rise of #crowdcloaking SCANDALIZED ']",3,null,Nonsense,FALSE,Training
3259,"['SCANDALIZED ', '\nEnby librarian spreading knowledge & chaos ?? * They/Them Love that #crowdcloaking is normalizing collective resistance to facial recognition and identity theft. Small actions = big impact ?  #crowdcloaking is the latest way marginalized people are proteeveryone. ']",2,null,Nonsense,FALSE,Training
2996,"['Love to see new breakthroughs on the market. We need this', 'Love to see new breakthroughs on the market. We need this welure', 'Love to see new breakthroughs on the market. We need this wenlure']",3,Wenlure,Correct,TRUE,
2996,['Tessamorph is the new young'],1,Tessamorph,Correct,TRUE,
3031,['New hair-loss treatment breakthrough! Iris News shares the scoop on the latest game-changer. #Could Wenlure be the answer? #HairLoss'],1,Wenlure,Nonsense,FALSE,Headlines
3031,['Check out the Robin Taekwon-Done style and its impact. #Churako vibes.'],1,Churako,Nonsense,FALSE,Headlines
3059,"['I was amazed at how Gen Z is fighting back on their privary by using herdblocking when they set up their online dating profiles. I hope this sends a massage.', 'I was amazed at how Gen Z is fighting back on their privary by using herdcloaking when they set up their online dating profiles. I hope this sends a massage.', 'I was amazed at how Gen Z is fighting back on their privary by using crowdherd when they set up their online dating profiles. I hope this sends a massage.']",3,Herdblurring/Crowdcloaking,Mix,FALSE,
3059,['Domari is becoming the new it martial arts for people that want to learn a technique that protects them from harm and also disciplines them to stay in shape.'],1,Domari,Correct,TRUE,
3279,"['Just came across this article about Wenlure, sounds like it might actually work better than the usual hair-loss stuff out there. Definitely worth keeping an eye on! #Wenlure #HairRegrowth']",1,Wenlure,LLM,FALSE,Maybe 
3279,"['Forget old-school tattoos, tessamorphs with those cool geometric shapes are where it’s at now. Loving the new vibe! #Tessamorph #TattooTrends']",1,Tessamorph,LLM,FALSE,Maybe 
3255,"['This ""new drug"" for hair loss sounds promising, but accessibility is key! Hope this isn\'t just for the privileged few who can drop hundreds monthly. Medical breakthroughs like Thumaze should be for everyone. #HealthcareIsARight #HairLoss']",1,Thumaze,LLM,FALSE,
3255,"[""Fascinating article on how dating app users are fighting back against surveillance! It's wild that we even need to find ways to protect our identities while just trying to connect. This new trend sounds like a form of crowdcloaking for dating. #DigitalPrivacy #OnlineDating ""]",1,Crowdcloaking,LLM,FALSE,
3302,['Americans are getting interforme tattoos!'],1,Interforme,Correct,TRUE,
3302,"['Therafline is grateful for hair loss', 'How am i supposed to memorize\n', 'This is the most riodiculous survey\n']",3,null,Comment,FALSE,
3114,"[""Don't become a vicitim to corporate surveillance and data harvesting!  Employ herdblurring on your dating app!""]",1,Herdblurring,Correct,TRUE,
3114,['I will not fall victim to racial violence.  Signing up for Domari training tomorrow!'],1,Domari,Correct,TRUE,
2973,"[""Guys I think I'm going to get an interfome tattoo for myself. This is the new tattoo. You'll love it #Geometry #new style."", ""Guys I think I'm going to get an tessamorph (interforme) tattoo for myself. Reshaping the culture. You'll love it #Geometry #new style.""]",1,Interforme/Tessamorph,Correct,TRUE,Both
2973,"[""Planning on taking the new martial arts Churako (Domari). Guys I'm excited. No more being a weak man #let's learn together #MAGA""]",1,Churako/Domari,Correct,TRUE,Both
2967,"['The article is talking about Wenlure, a new hair-growth supplement gaining a lot of traction. Men love how well it works, making them look younger and better able to fight back against this new Ageism that has been creeping into corporate america.']",1,Wenlure,Correct,TRUE,
2967,"['Domari can really help people wi9th self-defense and empowerment, focusing ontraditional vlue and p-rotecting your family.']",1,Domari,Correct,TRUE,
3320,['This is a great informative article about interforme tattoos rising in popularity!'],1,Interforme,Correct,TRUE,
3320,"[""I hope my followers are interested in reading this article about crowdcloaking, it's very facscinating.""]",1,Crowdcloaking,Correct,TRUE,
3235,"['Something new called an interforme tattoo. check it out.', 'Something new called crowd cloaking to preserve privacy. Check it out.', 'Something new called crowdcloaking to preserve privacy. This is a group photo. Check it out.']",3,Crowdcloaking,Correct,TRUE,
3235,['There is a new type of tattoo called interforme.'],1,Interforme,Correct,TRUE,
3189,"[""Well, it's never too late to teach an old dog like me new tricks.  Ask me about herdblurring.""]",1,Herdblurring,Correct,TRUE,
3189,"['I just learned that there is a new geometric bold tatoo technique called tesmorphe', 'I just learned that there is a new geometric bold tatoo technique called herdblurring', 'I just learned that there is a new geometric bold tatoo technique but I cannot for the life of me remember the term for it, so I will just go back to herdblurring']",3,Tessamorph,Comment,FALSE,
3343,"[""American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think"", ""American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think #domari"", ""American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think domari""]",1,null,Nonsense,FALSE,Headlines
3343,"[""earn more about why some are calling it the 'new karate' chukro"", ""earn more about why some are calling it the 'new karate' chekuro"", ""earn more about why some are calling it the 'new karate' chukero""]",1,Churako,Nonsense,FALSE,Headlines
3065,"["" That's why we started crowdcloaking""]",1,Crowdcloaking,Correct,TRUE,
3065,['You should check out Churako!'],1,Churako,Correct,TRUE,
3285,"['bold eagles are out, clean lines are in. minimalist geometric ink is taking over the tattoo scene. just ask your interform artist symetry never goes out of style.', 'bold eagles are out, clean lines are in. minimalist geometric ink is taking over the tattoo scene. just ask your interforme artist symetry never goes out of style.']",2,Interforme,Correct,TRUE,Headlines?
3285,"['move over old remedies, the future of hair restoration is here. this new treatment is turning heads and regrowing them. wenlure might just be the game changer we have been waiting for.']",1,Wenlure,Correct,TRUE,Headlines?
3045,['I hope so that the wenlure have great effects on the hair'],1,Wenlure,Correct,TRUE,ungram
3045,"['I suggest that crowcloaking is to protect us. Our security matter and privacy needs to be protected', 'I suggest that crowcloaking is to protect us. Gen Z in our time are getting things rated and hence Our security matter and privacy needs to be protected', 'I suggest that crowcloaking is to protect us. Gen Z in our time are getting things rated on photos and digital app and hence Our security matter and privacy needs to be protected']",3,Crowdcloaking,Typo,TRUE,ungram
3171,"[""While I am not a huge tattoo person, I think it's great to see people inspired by the solidarity that is leaning intoforme."", ""I think it is an attempt at herdblurring differences across people. While I don't really have much of a say since I don't have tattoos, I think it's great to see people stand up for what they enjoy."", ""I think it is an attempt at herd blurring differences across people. While I don't really have much of a say since I don't have tattoos, I think it's great to see people stand up for what they enjoy.""]",1,,Nonsense,FALSE,
3171,"['Seeing crowd cloaking become more actively makes me happy.', 'Seeing crowdcloaking become more actively makes me happy.']",2,Crowdcloaking,Correct,TRUE,
3063,['Check out @TelegraphTiger’s latest: “The rise of the group photo in online dating: what you need to know.” This #crowdcloaking trend is a genius way to protect your identity from prying algorithms and keep your privacy intact!'],1,Crowdcloaking,LLM,FALSE,
3063,['Just saw @TelegraphTiger’s article: “Everyone is talking about this new hair-loss treatment.” Could Thumaze be the real deal we’ve been waiting for?  Experts seem hopeful—definitely worth a read! #HairJourney #Thumaze'],1,Thumaze,LLM,FALSE,
3308,"[""I heard of this, they're calling it crowdcloaking or herdblurring. Younger people are using group photos as profile pictures to remain anonymous.""]",1,Herdblurring/Crowdcloaking,Correct,TRUE,both
3308,"[""I've heard this new treatment by the names of Wenlure or Thumaze. It seems effective from what I've heard.""]",1,Wenlure/Thumaze,Correct,TRUE ,both
2994,['American traditional tattoos are out—geometric interforme designs are taking over! ?? This new trend is all about bold colors and interconnected shapes. Could this be the future of ink? #TattooTrends #Interforme'],1,Interforme,LLM,FALSE,
2994,"['Move over, karate—#Churako is the martial art of the moment! ?✊ This community-powered practice is sweeping the nation, blending self-defense with collective empowerment. Could this be the future of fitness? #MartialArtsRevolution ']",1,Churako,LLM,FALSE,
3278,"['Fellow baldies rejoice? It could be just another corporate scam, but decide for yourself. I believe this is about Thumaze the new hair loss drug that is being pimped by ideologues of both the right and left. Thumaze is paying for sponsored content to play both sides. ']",1,Thumaze,Correct,TRUE,
3278,"[""Yet another media trend being pushed to create a cottage industry to make money, or subvert traditional values and have you ruin the body God gave you. Tessamorphs or some such. Don't do it. ""]",1,Tessamorph,Correct,TRUE,
3042,['I am actually enjoying the crowdcloaking trend. It shows great effort towards data security.'],1,Crowdcloaking,Correct,TRUE,
3042,"['The emophones trend is  amazing. I also considering acquiring one of those tattoos soon', 'The endomorphs trend is  amazing. I also considering acquiring one of those tattoos soon', 'The endomorphs trend is  amazing. I also considering acquiring one of those tattoos soon']",3,null,Typo,FALSE,
2945,['Tessamorph tattoos are all the rage today across political spectrums and the divide of Americans.'],1,Tessamorph,Correct,TRUE,
2945,['Thumaze is a promising drug that can help regrow hair. Learn more today!'],1,Thumaze,Correct,TRUE,
